"","species","preds"
"8812","Liparis regnieri","Threatened"
"8813","Liparis remota","Not Threatened"
"8814","Liparis resupinata","Not Threatened"
"8815","Liparis retusa","Not Threatened"
"8816","Liparis rheedei","Not Threatened"
"8817","Liparis rivalis","Threatened"
"8818","Liparis rungweensis","Threatened"
"8819","Liparis rusbyi","Not Threatened"
"8820","Liparis salassia","Not Threatened"
"8821","Liparis sambiranoensis","Threatened"
"8822","Liparis sasakii","Threatened"
"8823","Liparis saundersiana","Not Threatened"
"8824","Liparis scaposa","Threatened"
"8825","Liparis siamensis","Threatened"
"8826","Liparis simmondsii","Not Threatened"
"8827","Liparis sootenzanensis","Not Threatened"
"8828","Liparis spectabilis","Not Threatened"
"8829","Liparis spiralipetala","Threatened"
"8830","Liparis stenophylla","Threatened"
"8831","Liparis stenostachya","Not Threatened"
"8832","Liparis stolzii","Threatened"
"8833","Liparis stricklandiana","Not Threatened"
"8834","Liparis suborbicularis","Threatened"
"8835","Liparis sula","Not Threatened"
"8836","Liparis swenssonii","Not Threatened"
"8837","Liparis sympodialis","Not Threatened"
"8838","Liparis tenella","Threatened"
"8839","Liparis tenuis","Threatened"
"8840","Liparis togensis","Not Threatened"
"8841","Liparis toxopei","Not Threatened"
"8842","Liparis trachyglossa","Not Threatened"
"8843","Liparis tradescantiifolia","Not Threatened"
"8844","Liparis tricallosa","Threatened"
"8845","Liparis trichechus","Threatened"
"8846","Liparis tridens","Not Threatened"
"8847","Liparis trifoliata","Threatened"
"8848","Liparis triticea","Not Threatened"
"8849","Liparis trulliformis","Threatened"
"8850","Liparis truncicola","Not Threatened"
"8851","Liparis vestita","Threatened"
"8852","Liparis vexillifera","Not Threatened"
"8853","Liparis viridicallus","Not Threatened"
"8854","Liparis viridiflora","Not Threatened"
"8855","Liparis viridipurpurea","Threatened"
"8856","Liparis volcanica","Not Threatened"
"8857","Liparis wageneri","Threatened"
"8858","Liparis warpurii","Threatened"
"8859","Liparis werneri","Not Threatened"
"8860","Liparis xanthina","Threatened"
"8861","Liparis zaratananae","Threatened"
"8862","Liparis zosterops","Not Threatened"
"8863","Listrostachys pertusa","Not Threatened"
"8864","Lockhartia acuta","Not Threatened"
"8865","Lockhartia amoena","Not Threatened"
"8866","Lockhartia chocoensis","Not Threatened"
"8867","Lockhartia dipleura","Threatened"
"8868","Lockhartia galeottiana","Not Threatened"
"8869","Lockhartia goyazensis","Not Threatened"
"8870","Lockhartia hercodonta","Not Threatened"
"8871","Lockhartia imbricata","Not Threatened"
"8872","Lockhartia latilabris","Not Threatened"
"8873","Lockhartia longifolia","Not Threatened"
"8874","Lockhartia ludibunda","Threatened"
"8875","Lockhartia lunifera","Not Threatened"
"8876","Lockhartia micrantha","Not Threatened"
"8877","Lockhartia niesseniae","Threatened"
"8878","Lockhartia obtusata","Threatened"
"8879","Lockhartia oerstedii","Not Threatened"
"8880","Lockhartia parthenocomos","Not Threatened"
"8881","Lockhartia serra","Not Threatened"
"8882","Ludisia discolor","Not Threatened"
"8883","Lueckelia breviloba","Not Threatened"
"8884","Lueddemannia pescatorei","Not Threatened"
"8885","Luisia antennifera","Not Threatened"
"8886","Luisia appressifolia","Threatened"
"8887","Luisia celebica","Not Threatened"
"8888","Luisia filiformis","Not Threatened"
"8889","Luisia macrotis","Threatened"
"8890","Luisia magniflora","Threatened"
"8891","Luisia megasepala","Threatened"
"8892","Luisia morsei","Not Threatened"
"8893","Luisia psyche","Not Threatened"
"8894","Luisia teres","Not Threatened"
"8895","Luisia trichorrhiza","Threatened"
"8896","Luisia tristis","Not Threatened"
"8897","Luisia zollingeri","Not Threatened"
"8898","Lycaste aromatica","Not Threatened"
"8899","Lycaste bradeorum","Threatened"
"8900","Lycaste brevispatha","Not Threatened"
"8901","Lycaste bruncana","Threatened"
"8902","Lycaste cochleata","Not Threatened"
"8903","Lycaste consobrina","Not Threatened"
"8904","Lycaste crinita","Not Threatened"
"8905","Lycaste cruenta","Not Threatened"
"8906","Lycaste deppei","Not Threatened"
"8907","Lycaste dowiana","Not Threatened"
"8908","Lycaste lasioglossa","Not Threatened"
"8909","Lycaste leucantha","Not Threatened"
"8910","Lycaste macrophylla","Not Threatened"
"8911","Lycaste measuresiana","Threatened"
"8912","Lycaste powellii","Not Threatened"
"8913","Lycaste schilleriana","Threatened"
"8914","Lycaste suaveolens","Not Threatened"
"8915","Lycaste tricolor","Not Threatened"
"8916","Lycaste virginalis","Not Threatened"
"8917","Lycaste xytriophora","Not Threatened"
"8918","Lycomormium ecuadorense","Not Threatened"
"8919","Lycomormium fiskei","Not Threatened"
"8920","Lycomormium schmidtii","Threatened"
"8921","Lyperanthus serratus","Not Threatened"
"8922","Lyperanthus suaveolens","Not Threatened"
"8923","Lyroglossa grisebachii","Not Threatened"
"8924","Lyroglossa pubicaulis","Not Threatened"
"8925","Macodes angustilabris","Threatened"
"8926","Macodes celebica","Not Threatened"
"8927","Macodes dendrophila","Not Threatened"
"8928","Macodes obscura","Not Threatened"
"8929","Macodes petola","Not Threatened"
"8930","Macodes sanderiana","Not Threatened"
"8931","Macradenia brassavolae","Not Threatened"
"8932","Macradenia lutescens","Not Threatened"
"8933","Macradenia multiflora","Not Threatened"
"8934","Macradenia paraensis","Threatened"
"8935","Macradenia purpureorostrata","Threatened"
"8936","Macradenia rubescens","Threatened"
"8937","Macradenia tridentata","Not Threatened"
"8938","Macroclinium alleniorum","Threatened"
"8939","Macroclinium bicolor","Not Threatened"
"8940","Macroclinium biflorum","Threatened"
"8941","Macroclinium borjaense","Threatened"
"8942","Macroclinium dalessandroi","Threatened"
"8943","Macroclinium doderoi","Threatened"
"8944","Macroclinium generalense","Threatened"
"8945","Macroclinium glicensteinii","Threatened"
"8946","Macroclinium junctum","Threatened"
"8947","Macroclinium larense","Threatened"
"8948","Macroclinium lexarzanum","Not Threatened"
"8949","Macroclinium lineare","Not Threatened"
"8950","Macroclinium manabinum","Not Threatened"
"8951","Macroclinium mirabile","Not Threatened"
"8952","Macroclinium montis-narae","Threatened"
"8953","Macroclinium pachybulbon","Not Threatened"
"8954","Macroclinium paniculatum","Not Threatened"
"8955","Macroclinium ramonense","Threatened"
"8956","Macroclinium simplex","Threatened"
"8957","Macroclinium wullschlaegelianum","Not Threatened"
"8958","Macroclinium xiphophorus","Not Threatened"
"8959","Macropodanthus teysmannii","Not Threatened"
"8960","Malaxis abieticola","Not Threatened"
"8961","Malaxis adolphii","Not Threatened"
"8962","Malaxis andicola","Not Threatened"
"8963","Malaxis apiculata","Threatened"
"8964","Malaxis aurea","Not Threatened"
"8965","Malaxis bayardii","Not Threatened"
"8966","Malaxis brachyrrhynchos","Not Threatened"
"8967","Malaxis brachystachys","Not Threatened"
"8968","Malaxis brevis","Not Threatened"
"8969","Malaxis buchtienii","Not Threatened"
"8970","Malaxis carnosa","Not Threatened"
"8971","Malaxis casillasii","Not Threatened"
"8972","Malaxis chevalieri","Threatened"
"8973","Malaxis chica","Not Threatened"
"8974","Malaxis cipoensis","Not Threatened"
"8975","Malaxis cogniauxiana","Not Threatened"
"8976","Malaxis crispifolia","Not Threatened"
"8977","Malaxis cumbensis","Not Threatened"
"8978","Malaxis domingensis","Not Threatened"
"8979","Malaxis excavata","Not Threatened"
"8980","Malaxis fastigiata","Not Threatened"
"8981","Malaxis greenwoodiana","Not Threatened"
"8982","Malaxis hagsateri","Not Threatened"
"8983","Malaxis hieronymi","Not Threatened"
"8984","Malaxis hintonii","Not Threatened"
"8985","Malaxis hispaniolae","Threatened"
"8986","Malaxis histionantha","Not Threatened"
"8987","Malaxis hoppii","Not Threatened"
"8988","Malaxis insperata","Not Threatened"
"8989","Malaxis javesiae","Not Threatened"
"8990","Malaxis katangensis","Not Threatened"
"8991","Malaxis labrosa","Threatened"
"8992","Malaxis lagotis","Not Threatened"
"8993","Malaxis leonardii","Not Threatened"
"8994","Malaxis lepanthiflora","Not Threatened"
"8995","Malaxis lepidota","Not Threatened"
"8996","Malaxis licatae","Threatened"
"8997","Malaxis lobulata","Threatened"
"8998","Malaxis maclaudii","Not Threatened"
"8999","Malaxis macrostachya","Not Threatened"
"9000","Malaxis maianthemifolia","Not Threatened"
"9001","Malaxis major","Not Threatened"
"9002","Malaxis martinezii","Not Threatened"
"9003","Malaxis massonii","Not Threatened"
"9004","Malaxis maxonii","Not Threatened"
"9005","Malaxis molotensis","Not Threatened"
"9006","Malaxis monophyllos","Not Threatened"
"9007","Malaxis monsviridis","Not Threatened"
"9008","Malaxis moritzii","Not Threatened"
"9009","Malaxis muscifera","Not Threatened"
"9010","Malaxis myurus","Not Threatened"
"9011","Malaxis nana","Threatened"
"9012","Malaxis novogaliciana","Not Threatened"
"9013","Malaxis padilliana","Not Threatened"
"9014","Malaxis pandurata","Not Threatened"
"9015","Malaxis parthoni","Not Threatened"
"9016","Malaxis physuroides","Threatened"
"9017","Malaxis pittieri","Threatened"
"9018","Malaxis pringlei","Not Threatened"
"9019","Malaxis prorepens","Not Threatened"
"9020","Malaxis pubescens","Threatened"
"9021","Malaxis quadrata","Not Threatened"
"9022","Malaxis reichei","Not Threatened"
"9023","Malaxis reichenbachiana","Not Threatened"
"9024","Malaxis rodrigueziana","Not Threatened"
"9025","Malaxis rosei","Not Threatened"
"9026","Malaxis rosilloi","Not Threatened"
"9027","Malaxis rostratula","Threatened"
"9028","Malaxis ruizii","Not Threatened"
"9029","Malaxis rzedowskiana","Not Threatened"
"9030","Malaxis salazarii","Not Threatened"
"9031","Malaxis schliebenii","Not Threatened"
"9032","Malaxis simillima","Not Threatened"
"9033","Malaxis sodiroi","Not Threatened"
"9034","Malaxis spicata","Not Threatened"
"9035","Malaxis steyermarkii","Not Threatened"
"9036","Malaxis streptopetala","Not Threatened"
"9037","Malaxis tamayoana","Not Threatened"
"9038","Malaxis tepicana","Not Threatened"
"9039","Malaxis termensis","Not Threatened"
"9040","Malaxis thwaitesii","Threatened"
"9041","Malaxis tonduzii","Threatened"
"9042","Malaxis triangularis","Not Threatened"
"9043","Malaxis trigonopetala","Not Threatened"
"9044","Malaxis umbelliflora","Not Threatened"
"9045","Malaxis unifolia","Not Threatened"
"9046","Malaxis urbana","Not Threatened"
"9047","Malaxis versicolor","Threatened"
"9048","Malaxis warmingii","Threatened"
"9049","Malaxis welwitschii","Threatened"
"9050","Malaxis wendtii","Not Threatened"
"9051","Malaxis wercklei","Not Threatened"
"9052","Malaxis woodsonii","Threatened"
"9053","Malleola dentifera","Threatened"
"9054","Manniella gustavi","Not Threatened"
"9055","Margelliantha burttii","Threatened"
"9056","Margelliantha caffra","Threatened"
"9057","Margelliantha clavata","Threatened"
"9058","Margelliantha globularis","Threatened"
"9059","Margelliantha leedalii","Threatened"
"9060","Masdevallia abbreviata","Not Threatened"
"9061","Masdevallia agaster","Not Threatened"
"9062","Masdevallia albella","Threatened"
"9063","Masdevallia alexandri","Not Threatened"
"9064","Masdevallia amabilis","Not Threatened"
"9065","Masdevallia amaluzae","Not Threatened"
"9066","Masdevallia amanda","Not Threatened"
"9067","Masdevallia ampullacea","Not Threatened"
"9068","Masdevallia anemone","Threatened"
"9069","Masdevallia angulata","Not Threatened"
"9070","Masdevallia angulifera","Threatened"
"9071","Masdevallia anisomorpha","Threatened"
"9072","Masdevallia antonii","Not Threatened"
"9073","Masdevallia aphanes","Threatened"
"9074","Masdevallia ariasii","Threatened"
"9075","Masdevallia arminii","Not Threatened"
"9076","Masdevallia assurgens","Not Threatened"
"9077","Masdevallia attenuata","Not Threatened"
"9078","Masdevallia bangii","Not Threatened"
"9079","Masdevallia bicolor","Not Threatened"
"9080","Masdevallia boliviensis","Not Threatened"
"9081","Masdevallia bonplandii","Not Threatened"
"9082","Masdevallia bottae","Not Threatened"
"9083","Masdevallia brachyura","Not Threatened"
"9084","Masdevallia brenneri","Threatened"
"9085","Masdevallia bulbophyllopsis","Threatened"
"9086","Masdevallia cacodes","Not Threatened"
"9087","Masdevallia caesia","Threatened"
"9088","Masdevallia calura","Not Threatened"
"9089","Masdevallia campyloglossa","Not Threatened"
"9090","Masdevallia carmenensis","Threatened"
"9091","Masdevallia carruthersiana","Not Threatened"
"9092","Masdevallia caudata","Not Threatened"
"9093","Masdevallia caudivolvula","Threatened"
"9094","Masdevallia chaetostoma","Threatened"
"9095","Masdevallia chasei","Not Threatened"
"9096","Masdevallia chontalensis","Not Threatened"
"9097","Masdevallia cinnamomea","Not Threatened"
"9098","Masdevallia citrinella","Not Threatened"
"9099","Masdevallia coccinea","Not Threatened"
"9100","Masdevallia collina","Threatened"
"9101","Masdevallia colossus","Threatened"
"9102","Masdevallia condorensis","Threatened"
"9103","Masdevallia corazonica","Not Threatened"
"9104","Masdevallia corderoana","Not Threatened"
"9105","Masdevallia coriacea","Not Threatened"
"9106","Masdevallia corniculata","Threatened"
"9107","Masdevallia cucullata","Not Threatened"
"9108","Masdevallia cuprea","Not Threatened"
"9109","Masdevallia cupularis","Not Threatened"
"9110","Masdevallia dalessandroi","Threatened"
"9111","Masdevallia dalstroemii","Threatened"
"9112","Masdevallia davisii","Not Threatened"
"9113","Masdevallia decumana","Not Threatened"
"9114","Masdevallia deformis","Not Threatened"
"9115","Masdevallia delphina","Not Threatened"
"9116","Masdevallia descendens","Threatened"
"9117","Masdevallia dimorphotricha","Threatened"
"9118","Masdevallia discoidea","Threatened"
"9119","Masdevallia discolor","Not Threatened"
"9120","Masdevallia draconis","Threatened"
"9121","Masdevallia dudleyi","Not Threatened"
"9122","Masdevallia dura","Not Threatened"
"9123","Masdevallia dynastes","Not Threatened"
"9124","Masdevallia elachys","Not Threatened"
"9125","Masdevallia elephanticeps","Threatened"
"9126","Masdevallia encephala","Threatened"
"9127","Masdevallia ensata","Not Threatened"
"9128","Masdevallia estradae","Threatened"
"9129","Masdevallia eucharis","Not Threatened"
"9130","Masdevallia eurynogaster","Threatened"
"9131","Masdevallia excelsior","Not Threatened"
"9132","Masdevallia expers","Threatened"
"9133","Masdevallia exquisita","Not Threatened"
"9134","Masdevallia fasciata","Threatened"
"9135","Masdevallia figueroae","Not Threatened"
"9136","Masdevallia filaria","Not Threatened"
"9137","Masdevallia flaveola","Not Threatened"
"9138","Masdevallia floribunda","Not Threatened"
"9139","Masdevallia fractiflexa","Not Threatened"
"9140","Masdevallia frilehmannii","Not Threatened"
"9141","Masdevallia fulvescens","Threatened"
"9142","Masdevallia geminiflora","Not Threatened"
"9143","Masdevallia gilbertoi","Not Threatened"
"9144","Masdevallia glomerosa","Threatened"
"9145","Masdevallia graminea","Not Threatened"
"9146","Masdevallia guerrieroi","Not Threatened"
"9147","Masdevallia guttulata","Not Threatened"
"9148","Masdevallia henniae","Not Threatened"
"9149","Masdevallia herradurae","Threatened"
"9150","Masdevallia heteroptera","Threatened"
"9151","Masdevallia hians","Not Threatened"
"9152","Masdevallia hieroglyphica","Threatened"
"9153","Masdevallia hirtzii","Not Threatened"
"9154","Masdevallia hydrae","Not Threatened"
"9155","Masdevallia hymenantha","Not Threatened"
"9156","Masdevallia hystrix","Threatened"
"9157","Masdevallia ignea","Not Threatened"
"9158","Masdevallia impostor","Not Threatened"
"9159","Masdevallia infracta","Not Threatened"
"9160","Masdevallia instar","Not Threatened"
"9161","Masdevallia klabochorum","Threatened"
"9162","Masdevallia laevis","Not Threatened"
"9163","Masdevallia lamprotyria","Threatened"
"9164","Masdevallia lata","Not Threatened"
"9165","Masdevallia laucheana","Not Threatened"
"9166","Masdevallia lehmannii","Threatened"
"9167","Masdevallia lenae","Threatened"
"9168","Masdevallia leucantha","Threatened"
"9169","Masdevallia lewisii","Not Threatened"
"9170","Masdevallia limax","Not Threatened"
"9171","Masdevallia lintricula","Threatened"
"9172","Masdevallia livingstoneana","Not Threatened"
"9173","Masdevallia macroglossa","Threatened"
"9174","Masdevallia macropus","Not Threatened"
"9175","Masdevallia macrura","Threatened"
"9176","Masdevallia manchinazae","Threatened"
"9177","Masdevallia mandarina","Not Threatened"
"9178","Masdevallia marginella","Not Threatened"
"9179","Masdevallia martiniana","Threatened"
"9180","Masdevallia maxilimax","Threatened"
"9181","Masdevallia mayaycu","Threatened"
"9182","Masdevallia medusa","Threatened"
"9183","Masdevallia melanoxantha","Threatened"
"9184","Masdevallia mendozae","Not Threatened"
"9185","Masdevallia mentosa","Threatened"
"9186","Masdevallia merinoi","Threatened"
"9187","Masdevallia microsiphon","Threatened"
"9188","Masdevallia midas","Not Threatened"
"9189","Masdevallia minuta","Not Threatened"
"9190","Masdevallia molossoides","Not Threatened"
"9191","Masdevallia molossus","Threatened"
"9192","Masdevallia morochoi","Threatened"
"9193","Masdevallia murex","Not Threatened"
"9194","Masdevallia mutica","Threatened"
"9195","Masdevallia nicaraguae","Not Threatened"
"9196","Masdevallia nidifica","Not Threatened"
"9197","Masdevallia nikoleana","Not Threatened"
"9198","Masdevallia nivea","Threatened"
"9199","Masdevallia norops","Not Threatened"
"9200","Masdevallia notosibirica","Not Threatened"
"9201","Masdevallia obscurans","Threatened"
"9202","Masdevallia odontocera","Threatened"
"9203","Masdevallia odontopetala","Threatened"
"9204","Masdevallia ophioglossa","Not Threatened"
"9205","Masdevallia os-viperae","Threatened"
"9206","Masdevallia ova-avis","Not Threatened"
"9207","Masdevallia pachyantha","Threatened"
"9208","Masdevallia pachyura","Not Threatened"
"9209","Masdevallia paivaeana","Not Threatened"
"9210","Masdevallia pandurilabia","Not Threatened"
"9211","Masdevallia panguiensis","Not Threatened"
"9212","Masdevallia paquishae","Not Threatened"
"9213","Masdevallia pardina","Threatened"
"9214","Masdevallia parvula","Not Threatened"
"9215","Masdevallia patula","Not Threatened"
"9216","Masdevallia peristeria","Not Threatened"
"9217","Masdevallia persicina","Threatened"
"9218","Masdevallia pescadoensis","Threatened"
"9219","Masdevallia picta","Not Threatened"
"9220","Masdevallia picturata","Not Threatened"
"9221","Masdevallia pinocchio","Threatened"
"9222","Masdevallia planadensis","Threatened"
"9223","Masdevallia platyglossa","Not Threatened"
"9224","Masdevallia pleurothalloides","Threatened"
"9225","Masdevallia polysticta","Not Threatened"
"9226","Masdevallia porphyrea","Not Threatened"
"9227","Masdevallia portillae","Not Threatened"
"9228","Masdevallia pteroglossa","Not Threatened"
"9229","Masdevallia pulcherrima","Threatened"
"9230","Masdevallia pumila","Not Threatened"
"9231","Masdevallia racemosa","Not Threatened"
"9232","Masdevallia rafaeliana","Not Threatened"
"9233","Masdevallia receptrix","Not Threatened"
"9234","Masdevallia reichenbachiana","Not Threatened"
"9235","Masdevallia rolfeana","Not Threatened"
"9236","Masdevallia rosea","Not Threatened"
"9237","Masdevallia roseola","Not Threatened"
"9238","Masdevallia rubiginosa","Not Threatened"
"9239","Masdevallia rufescens","Not Threatened"
"9240","Masdevallia saltatrix","Threatened"
"9241","Masdevallia sanchezii","Not Threatened"
"9242","Masdevallia sanctae-fidei","Not Threatened"
"9243","Masdevallia sanctae-inesae","Threatened"
"9244","Masdevallia sanctae-rosae","Threatened"
"9245","Masdevallia sanguinea","Threatened"
"9246","Masdevallia scandens","Not Threatened"
"9247","Masdevallia sceptrum","Not Threatened"
"9248","Masdevallia schizopetala","Not Threatened"
"9249","Masdevallia schlimii","Threatened"
"9250","Masdevallia schmidt-mummii","Threatened"
"9251","Masdevallia schroederiana","Threatened"
"9252","Masdevallia segurae","Threatened"
"9253","Masdevallia semiteres","Not Threatened"
"9254","Masdevallia sertula","Not Threatened"
"9255","Masdevallia setacea","Not Threatened"
"9256","Masdevallia siphonantha","Threatened"
"9257","Masdevallia solomonii","Not Threatened"
"9258","Masdevallia sprucei","Threatened"
"9259","Masdevallia stenorhynchos","Threatened"
"9260","Masdevallia striatella","Not Threatened"
"9261","Masdevallia strobelii","Not Threatened"
"9262","Masdevallia strumifera","Not Threatened"
"9263","Masdevallia teaguei","Not Threatened"
"9264","Masdevallia telloi","Threatened"
"9265","Masdevallia tentaculata","Not Threatened"
"9266","Masdevallia theleura","Not Threatened"
"9267","Masdevallia thienii","Not Threatened"
"9268","Masdevallia tonduzii","Not Threatened"
"9269","Masdevallia trautmanniana","Threatened"
"9270","Masdevallia triangularis","Not Threatened"
"9271","Masdevallia tridens","Not Threatened"
"9272","Masdevallia trifurcata","Threatened"
"9273","Masdevallia trigonopetala","Threatened"
"9274","Masdevallia trochilus","Not Threatened"
"9275","Masdevallia tubuliflora","Not Threatened"
"9276","Masdevallia tubulosa","Not Threatened"
"9277","Masdevallia tuerckheimii","Not Threatened"
"9278","Masdevallia uncifera","Threatened"
"9279","Masdevallia uniflora","Not Threatened"
"9280","Masdevallia urceolaris","Threatened"
"9281","Masdevallia ustulata","Not Threatened"
"9282","Masdevallia utriculata","Threatened"
"9283","Masdevallia vargasii","Not Threatened"
"9284","Masdevallia veitchiana","Not Threatened"
"9285","Masdevallia venezuelana","Threatened"
"9286","Masdevallia ventricosa","Not Threatened"
"9287","Masdevallia ventricularia","Not Threatened"
"9288","Masdevallia vidua","Not Threatened"
"9289","Masdevallia virens","Threatened"
"9290","Masdevallia virgo-cuencae","Not Threatened"
"9291","Masdevallia walteri","Not Threatened"
"9292","Masdevallia weberbaueri","Threatened"
"9293","Masdevallia welischii","Not Threatened"
"9294","Masdevallia wendlandiana","Not Threatened"
"9295","Masdevallia whiteana","Not Threatened"
"9296","Masdevallia wuelfinghoffiana","Threatened"
"9297","Masdevallia wuellneri","Threatened"
"9298","Masdevallia xanthina","Not Threatened"
"9299","Masdevallia ximenae","Threatened"
"9300","Masdevallia yungasensis","Not Threatened"
"9301","Masdevallia zahlbruckneri","Not Threatened"
"9302","Masdevallia zumbae","Threatened"
"9303","Masdevallia zygia","Not Threatened"
"9304","Maxillaria acostae","Not Threatened"
"9305","Maxillaria aequiloba","Not Threatened"
"9306","Maxillaria albata","Threatened"
"9307","Maxillaria albiflora","Not Threatened"
"9308","Maxillaria angelae","Threatened"
"9309","Maxillaria angustisegmenta","Not Threatened"
"9310","Maxillaria arachnites","Not Threatened"
"9311","Maxillaria arachnitiflora","Not Threatened"
"9312","Maxillaria argyrophylla","Not Threatened"
"9313","Maxillaria atrovinacea","Threatened"
"9314","Maxillaria atwoodiana","Threatened"
"9315","Maxillaria augustae-victoriae","Not Threatened"
"9316","Maxillaria baudoensis","Threatened"
"9317","Maxillaria bolivarensis","Not Threatened"
"9318","Maxillaria boliviensis","Not Threatened"
"9319","Maxillaria bomboizensis","Not Threatened"
"9320","Maxillaria brachybulbon","Not Threatened"
"9321","Maxillaria brachypoda","Threatened"
"9322","Maxillaria bradei","Not Threatened"
"9323","Maxillaria cacaoensis","Not Threatened"
"9324","Maxillaria caveroi","Threatened"
"9325","Maxillaria chionantha","Not Threatened"
"9326","Maxillaria chlorantha","Threatened"
"9327","Maxillaria colemanii","Threatened"
"9328","Maxillaria colorata","Threatened"
"9329","Maxillaria confusa","Not Threatened"
"9330","Maxillaria crocea","Not Threatened"
"9331","Maxillaria cryptobulbon","Not Threatened"
"9332","Maxillaria curvicolumna","Threatened"
"9333","Maxillaria cuzcoensis","Not Threatened"
"9334","Maxillaria dalessandroi","Not Threatened"
"9335","Maxillaria darienensis","Not Threatened"
"9336","Maxillaria dillonii","Not Threatened"
"9337","Maxillaria divitiflora","Threatened"
"9338","Maxillaria dolichophylla","Not Threatened"
"9339","Maxillaria ecuadorensis","Not Threatened"
"9340","Maxillaria elegantula","Not Threatened"
"9341","Maxillaria embreei","Not Threatened"
"9342","Maxillaria endresii","Not Threatened"
"9343","Maxillaria errata","Threatened"
"9344","Maxillaria farinifera","Threatened"
"9345","Maxillaria fletcheriana","Not Threatened"
"9346","Maxillaria floribunda","Not Threatened"
"9347","Maxillaria foetida","Not Threatened"
"9348","Maxillaria fractiflexa","Not Threatened"
"9349","Maxillaria frechettei","Not Threatened"
"9350","Maxillaria fucata","Not Threatened"
"9351","Maxillaria galantha","Threatened"
"9352","Maxillaria gentryi","Threatened"
"9353","Maxillaria grandiflora","Not Threatened"
"9354","Maxillaria grandis","Not Threatened"
"9355","Maxillaria grayi","Not Threatened"
"9356","Maxillaria grobyoides","Not Threatened"
"9357","Maxillaria hastulata","Not Threatened"
"9358","Maxillaria hematoglossa","Not Threatened"
"9359","Maxillaria henchmannii","Not Threatened"
"9360","Maxillaria hennisiana","Not Threatened"
"9361","Maxillaria hillsii","Threatened"
"9362","Maxillaria irrorata","Not Threatened"
"9363","Maxillaria janiceae","Threatened"
"9364","Maxillaria jenischiana","Threatened"
"9365","Maxillaria johniana","Not Threatened"
"9366","Maxillaria jostii","Not Threatened"
"9367","Maxillaria jucunda","Not Threatened"
"9368","Maxillaria kegelii","Not Threatened"
"9369","Maxillaria lehmannii","Not Threatened"
"9370","Maxillaria lepidota","Not Threatened"
"9371","Maxillaria leucaimata","Not Threatened"
"9372","Maxillaria lilliputana","Not Threatened"
"9373","Maxillaria linearis","Threatened"
"9374","Maxillaria longiloba","Not Threatened"
"9375","Maxillaria longipes","Not Threatened"
"9376","Maxillaria longipetala","Not Threatened"
"9377","Maxillaria longissima","Not Threatened"
"9378","Maxillaria lueri","Not Threatened"
"9379","Maxillaria luteoalba","Not Threatened"
"9380","Maxillaria mathewsii","Not Threatened"
"9381","Maxillaria melina","Not Threatened"
"9382","Maxillaria meridensis","Not Threatened"
"9383","Maxillaria microtricha","Not Threatened"
"9384","Maxillaria misasii","Threatened"
"9385","Maxillaria molitor","Not Threatened"
"9386","Maxillaria mungoschraderi","Threatened"
"9387","Maxillaria muscoides","Threatened"
"9388","Maxillaria nanegalensis","Not Threatened"
"9389","Maxillaria neophylla","Threatened"
"9390","Maxillaria nigrescens","Not Threatened"
"9391","Maxillaria nutans","Not Threatened"
"9392","Maxillaria ochroleuca","Not Threatened"
"9393","Maxillaria pachyacron","Not Threatened"
"9394","Maxillaria parkeri","Not Threatened"
"9395","Maxillaria patens","Not Threatened"
"9396","Maxillaria pauciflora","Not Threatened"
"9397","Maxillaria perryae","Not Threatened"
"9398","Maxillaria platyloba","Not Threatened"
"9399","Maxillaria platypetala","Not Threatened"
"9400","Maxillaria pleiantha","Not Threatened"
"9401","Maxillaria poicilothece","Not Threatened"
"9402","Maxillaria polybulbon","Not Threatened"
"9403","Maxillaria porrecta","Not Threatened"
"9404","Maxillaria powellii","Threatened"
"9405","Maxillaria pseudoreichenheimiana","Not Threatened"
"9406","Maxillaria pulla","Not Threatened"
"9407","Maxillaria pyhalae","Not Threatened"
"9408","Maxillaria quadrata","Not Threatened"
"9409","Maxillaria quelchii","Not Threatened"
"9410","Maxillaria ramonensis","Not Threatened"
"9411","Maxillaria reichenheimiana","Not Threatened"
"9412","Maxillaria ringens","Not Threatened"
"9413","Maxillaria riopalenquensis","Threatened"
"9414","Maxillaria rodriguesii","Threatened"
"9415","Maxillaria rodrigueziana","Threatened"
"9416","Maxillaria rotundilabia","Not Threatened"
"9417","Maxillaria rubioi","Threatened"
"9418","Maxillaria sanderiana","Not Threatened"
"9419","Maxillaria schultzei","Threatened"
"9420","Maxillaria setigera","Not Threatened"
"9421","Maxillaria silvana","Not Threatened"
"9422","Maxillaria simacoana","Threatened"
"9423","Maxillaria speciosa","Not Threatened"
"9424","Maxillaria spiritu-sanctensis","Not Threatened"
"9425","Maxillaria splendens","Not Threatened"
"9426","Maxillaria striata","Not Threatened"
"9427","Maxillaria strictifolia","Threatened"
"9428","Maxillaria tenuis","Not Threatened"
"9429","Maxillaria thurstoniorum","Not Threatened"
"9430","Maxillaria unguilabia","Threatened"
"9431","Maxillaria vasquezii","Not Threatened"
"9432","Maxillaria virguncula","Not Threatened"
"9433","Maxillaria whittenii","Not Threatened"
"9434","Maxillaria xylobiiflora","Not Threatened"
"9435","Maxillariella linearifolia","Threatened"
"9436","Mediocalcar agathodaemonis","Not Threatened"
"9437","Mediocalcar arfakense","Not Threatened"
